,vout (V),,
code,nominal,seed=1,seed=2
603,-9.229521067,-7.935354907,-8.926540908
604,-9.22923412,-7.935281597,-8.926450868
605,-9.228947173,-7.935060451,-8.926174839
606,-9.228660225,-7.934692169,-8.925810948
607,-9.228373278,-7.934471024,-8.925534999
608,-9.228086331,-7.93416989,-8.925264439
609,-9.227799383,-7.933948744,-8.92498841
610,-9.227512436,-7.933580462,-8.9246246
611,-9.227225489,-7.933359317,-8.924348571
612,-9.226938541,-7.933286007,-8.92425853
613,-9.226651594,-7.933064861,-8.923982501
614,-9.226364647,-7.932696579,-8.92361861
615,-9.226077699,-7.932475433,-8.923342662
616,-9.225790752,-7.932175722,-8.923030941
617,-9.225503805,-7.931954576,-8.922754912
618,-9.225216857,-7.931586294,-8.922391102
619,-9.22492991,-7.931365149,-8.922115073
620,-9.224642962,-7.931291839,-8.922025032
621,-9.224356015,-7.931070693,-8.921749003
622,-9.224069068,-7.930702411,-8.921385112
623,-9.22378212,-7.930481265,-8.921109164
624,-9.223495173,-7.930110134,-8.920770372
625,-9.223208226,-7.929888988,-8.920494344
626,-9.222921278,-7.929520707,-8.920130533
627,-9.222634331,-7.929299561,-8.919854504
628,-9.222347384,-7.929226251,-8.919764463
629,-9.222060436,-7.929005105,-8.919488434
630,-9.221773489,-7.928636823,-8.919124543
631,-9.221486542,-7.928415677,-8.918848595
632,-9.221199594,-7.928115966,-8.918536875
633,-9.220912647,-7.927894821,-8.918260846
634,-9.2206257,-7.927526539,-8.917897035
635,-9.220338752,-7.927305393,-8.917621006
636,-9.220051805,-7.927232083,-8.917530965
637,-9.219764858,-7.927010937,-8.917254936
638,-9.21947791,-7.926642655,-8.916891046
639,-9.219190963,-7.926421509,-8.916615097
640,-9.218904016,-7.927151194,-8.917522488
641,-9.218617068,-7.926930048,-8.917246459
642,-9.218330121,-7.926561766,-8.916882649
643,-9.218043174,-7.926340621,-8.91660662
644,-9.217756226,-7.926267311,-8.916516579
645,-9.217469279,-7.926046165,-8.91624055
646,-9.217182332,-7.925677883,-8.915876659
647,-9.216895384,-7.925456737,-8.915600711
648,-9.216608437,-7.925157026,-8.91528899
649,-9.216321489,-7.92493588,-8.915012961
650,-9.216034542,-7.924567598,-8.914649151
651,-9.215747595,-7.924346453,-8.914373122
652,-9.215460647,-7.924273143,-8.914283081
653,-9.2151737,-7.924051997,-8.914007052
654,-9.214886753,-7.923683715,-8.913643161
655,-9.214599805,-7.923462569,-8.913367213
656,-9.214312858,-7.923091438,-8.913028421
657,-9.214025911,-7.922870292,-8.912752393
658,-9.213738963,-7.922502011,-8.912388582
659,-9.213452016,-7.922280865,-8.912112553
660,-9.213165069,-7.922207555,-8.912022512
661,-9.212878121,-7.921986409,-8.911746483
662,-9.212591174,-7.921618127,-8.911382592
663,-9.212304227,-7.921396981,-8.911106644
664,-9.212017279,-7.92109727,-8.910794923
665,-9.211730332,-7.920876125,-8.910518895
666,-9.211443385,-7.920507843,-8.910155084
667,-9.211156437,-7.920286697,-8.909879055
668,-9.21086949,-7.920213387,-8.909789014
669,-9.210582543,-7.919992241,-8.909512985
670,-9.210295595,-7.919623959,-8.909149095
671,-9.210008648,-7.919402813,-8.908873146
672,-9.209721701,-7.91910168,-8.908602586
673,-9.209434753,-7.918880534,-8.908326557
674,-9.209147806,-7.918512252,-8.907962747
675,-9.208860859,-7.918291106,-8.907686718
676,-9.208573911,-7.918217796,-8.907596677
677,-9.208286964,-7.91799665,-8.907320648
678,-9.208000016,-7.917628368,-8.906956757
679,-9.207713069,-7.917407223,-8.906680809
680,-9.207426122,-7.917107512,-8.906369088
681,-9.207139174,-7.916886366,-8.906093059
682,-9.206852227,-7.916518084,-8.905729249
683,-9.20656528,-7.916296938,-8.90545322
684,-9.206278332,-7.916223628,-8.905363179
685,-9.205991385,-7.916002483,-8.90508715
686,-9.205704438,-7.915634201,-8.904723259
687,-9.20541749,-7.915413055,-8.904447311
688,-9.205130543,-7.915041924,-8.904108519
689,-9.204843596,-7.914820778,-8.90383249
690,-9.204556648,-7.914452496,-8.90346868
691,-9.204269701,-7.91423135,-8.903192651
692,-9.203982754,-7.91415804,-8.90310261
693,-9.203695806,-7.913936895,-8.902826581
694,-9.203408859,-7.913568613,-8.90246269
695,-9.203121912,-7.913347467,-8.902186742
696,-9.202834964,-7.913047756,-8.901875021
697,-9.202548017,-7.91282661,-8.901598992
698,-9.20226107,-7.912458328,-8.901235182
699,-9.201974122,-7.912237183,-8.900959153
700,-9.201687175,-7.912163873,-8.900869112
701,-9.201400228,-7.911942727,-8.900593083
702,-9.20111328,-7.911574445,-8.900229192
703,-9.200826333,-7.911353299,-8.899953244
704,-9.200539386,-7.911051836,-8.899262735
705,-9.200252438,-7.91083069,-8.898986706
706,-9.199965491,-7.910462408,-8.898622895
707,-9.199678543,-7.910241262,-8.898346866
708,-9.199391596,-7.910167952,-8.898256826
709,-9.199104649,-7.909946806,-8.897980797
710,-9.198817701,-7.909578524,-8.897616906
711,-9.198530754,-7.909357379,-8.897340957
712,-9.198243807,-7.909057668,-8.897029237
713,-9.197956859,-7.908836522,-8.896753208
714,-9.197669912,-7.90846824,-8.896389397
715,-9.197382965,-7.908247094,-8.896113369
716,-9.197096017,-7.908173784,-8.896023328
717,-9.19680907,-7.907952638,-8.895747299
718,-9.196522123,-7.907584356,-8.895383408
719,-9.196235175,-7.907363211,-8.895107459
720,-9.195948228,-7.90699208,-8.894768668
721,-9.195661281,-7.906770934,-8.894492639
722,-9.195374333,-7.906402652,-8.894128828
723,-9.195087386,-7.906181506,-8.8938528
724,-9.194800439,-7.906108196,-8.893762759
725,-9.194513491,-7.905887051,-8.89348673
726,-9.194226544,-7.905518769,-8.893122839
727,-9.193939597,-7.905297623,-8.89284689
728,-9.193652649,-7.904997912,-8.89253517
729,-9.193365702,-7.904776766,-8.892259141
730,-9.193078755,-7.904408484,-8.891895331
731,-9.192791807,-7.904187338,-8.891619302
732,-9.19250486,-7.904114028,-8.891529261
733,-9.192217912,-7.903892883,-8.891253232
734,-9.191930965,-7.903524601,-8.890889341
735,-9.191644018,-7.903303455,-8.890613393
736,-9.19135707,-7.903002321,-8.890342833
737,-9.191070123,-7.902781175,-8.890066804
738,-9.190783176,-7.902412894,-8.889702993
739,-9.190496228,-7.902191748,-8.889426964
740,-9.190209281,-7.902118438,-8.889336923
741,-9.189922334,-7.901897292,-8.889060895
742,-9.189635386,-7.90152901,-8.888697004
743,-9.189348439,-7.901307864,-8.888421055
744,-9.189061492,-7.901008153,-8.888109335
745,-9.188774544,-7.900787008,-8.887833306
746,-9.188487597,-7.900418726,-8.887469495
747,-9.18820065,-7.90019758,-8.887193466
748,-9.187913702,-7.90012427,-8.887103425
749,-9.187626755,-7.899903124,-8.886827397
750,-9.187339808,-7.899534842,-8.886463506
751,-9.18705286,-7.899313696,-8.886187557
752,-9.186765913,-7.898942565,-8.885848766
753,-9.186478966,-7.89872142,-8.885572737
754,-9.186192018,-7.898353138,-8.885208926
755,-9.185905071,-7.898131992,-8.884932897
756,-9.185618124,-7.898058682,-8.884842857
757,-9.185331176,-7.897837536,-8.884566828
758,-9.185044229,-7.897469254,-8.884202937
759,-9.184757281,-7.897248108,-8.883926988
760,-9.184470334,-7.896948398,-8.883615268
761,-9.184183387,-7.896727252,-8.883339239
762,-9.183896439,-7.89635897,-8.882975428
763,-9.183609492,-7.896137824,-8.8826994
764,-9.183322545,-7.896064514,-8.882609359
765,-9.183035597,-7.895843368,-8.88233333
766,-9.18274865,-7.895475086,-8.881969439
767,-9.182461703,-7.895253941,-8.88169349
768,-9.182174755,-7.896279835,-8.880490182
769,-9.181887808,-7.896058689,-8.880214153
770,-9.181600861,-7.895690407,-8.879850342
771,-9.181313913,-7.895469261,-8.879574313
772,-9.181026966,-7.895395951,-8.879484273
773,-9.180740019,-7.895174805,-8.879208244
774,-9.180453071,-7.894806523,-8.878844353
775,-9.180166124,-7.894585377,-8.878568404
776,-9.179879177,-7.894285667,-8.878256684
777,-9.179592229,-7.894064521,-8.877980655
778,-9.179305282,-7.893696239,-8.877616844
779,-9.179018335,-7.893475093,-8.877340816
780,-9.178731387,-7.893401783,-8.877250775
781,-9.17844444,-7.893180637,-8.876974746
782,-9.178157493,-7.892812355,-8.876610855
783,-9.177870545,-7.89259121,-8.876334906
784,-9.177583598,-7.892220079,-8.875996115
785,-9.17729665,-7.891998933,-8.875720086
786,-9.177009703,-7.891630651,-8.875356275
787,-9.176722756,-7.891409505,-8.875080247
788,-9.176435808,-7.891336195,-8.874990206
789,-9.176148861,-7.891115049,-8.874714177
790,-9.175861914,-7.890746767,-8.874350286
791,-9.175574966,-7.890525622,-8.874074337
792,-9.175288019,-7.890225911,-8.873762617
793,-9.175001072,-7.890004765,-8.873486588
794,-9.174714124,-7.889636483,-8.873122778
795,-9.174427177,-7.889415337,-8.872846749
796,-9.17414023,-7.889342027,-8.872756708
797,-9.173853282,-7.889120882,-8.872480679
798,-9.173566335,-7.8887526,-8.872116788
799,-9.173279388,-7.888531454,-8.871840839
800,-9.17299244,-7.88823032,-8.87157028
801,-9.172705493,-7.888009174,-8.871294251
802,-9.172418546,-7.887640892,-8.87093044
803,-9.172131598,-7.887419747,-8.870654411
804,-9.171844651,-7.887346437,-8.87056437
805,-9.171557704,-7.887125291,-8.870288342
806,-9.171270756,-7.886757009,-8.869924451
807,-9.170983809,-7.886535863,-8.869648502
808,-9.170696862,-7.886236152,-8.869336782
809,-9.170409914,-7.886015007,-8.869060753
810,-9.170122967,-7.885646725,-8.868696942
811,-9.169836019,-7.885425579,-8.868420913
812,-9.169549072,-7.885352269,-8.868330872
813,-9.169262125,-7.885131123,-8.868054844
814,-9.168975177,-7.884762841,-8.867690953
815,-9.16868823,-7.884541695,-8.867415004
816,-9.168401283,-7.884170564,-8.867076213
817,-9.168114335,-7.883949419,-8.866800184
818,-9.167827388,-7.883581137,-8.866436373
819,-9.167540441,-7.883359991,-8.866160344
820,-9.167253493,-7.883286681,-8.866070304
821,-9.166966546,-7.883065535,-8.865794275
822,-9.166679599,-7.882697253,-8.865430384
823,-9.166392651,-7.882476107,-8.865154435
824,-9.166105704,-7.882176396,-8.864842715
825,-9.165818757,-7.881955251,-8.864566686
826,-9.165531809,-7.881586969,-8.864202875
827,-9.165244862,-7.881365823,-8.863926847
828,-9.164957915,-7.881292513,-8.863836806
829,-9.164670967,-7.881071367,-8.863560777
830,-9.16438402,-7.880703085,-8.863196886
831,-9.164097073,-7.880481939,-8.862920937
832,-9.163810125,-7.880180476,-8.862230428
833,-9.163523178,-7.87995933,-8.861954399
834,-9.163236231,-7.879591048,-8.861590589
835,-9.162949283,-7.879369902,-8.86131456
836,-9.162662336,-7.879296592,-8.861224519
837,-9.162375388,-7.879075447,-8.86094849
838,-9.162088441,-7.878707165,-8.8605846
839,-9.161801494,-7.878486019,-8.860308651
840,-9.161514546,-7.878186308,-8.85999693
841,-9.161227599,-7.877965162,-8.859720902
842,-9.160940652,-7.87759688,-8.859357091
843,-9.160653704,-7.877375735,-8.859081062
844,-9.160366757,-7.877302425,-8.858991021
845,-9.16007981,-7.877081279,-8.858714992
846,-9.159792862,-7.876712997,-8.858351102
847,-9.159505915,-7.876491851,-8.858075153
848,-9.159218968,-7.87612072,-8.857736361
849,-9.15893202,-7.875899574,-8.857460333
850,-9.158645073,-7.875531292,-8.857096522
851,-9.158358126,-7.875310147,-8.856820493
852,-9.158071178,-7.875236837,-8.856730452
853,-9.157784231,-7.875015691,-8.856454423
854,-9.157497284,-7.874647409,-8.856090533
855,-9.157210336,-7.874426263,-8.855814584
856,-9.156923389,-7.874126552,-8.855502863
857,-9.156636442,-7.873905406,-8.855226835
858,-9.156349494,-7.873537125,-8.854863024
859,-9.156062547,-7.873315979,-8.854586995
860,-9.155775599,-7.873242669,-8.854496954
861,-9.155488652,-7.873021523,-8.854220925
862,-9.155201705,-7.872653241,-8.853857035
863,-9.154914757,-7.872432095,-8.853581086
864,-9.15462781,-7.872130962,-8.853310526
865,-9.154340863,-7.871909816,-8.853034497
866,-9.154053915,-7.871541534,-8.852670687
867,-9.153766968,-7.871320388,-8.852394658
868,-9.153480021,-7.871247078,-8.852304617
869,-9.153193073,-7.871025932,-8.852028588
870,-9.152906126,-7.87065765,-8.851664698
871,-9.152619179,-7.870436505,-8.851388749
872,-9.152332231,-7.870136794,-8.851077028
873,-9.152045284,-7.869915648,-8.850800999
874,-9.151758337,-7.869547366,-8.850437189
875,-9.151471389,-7.86932622,-8.85016116
876,-9.151184442,-7.86925291,-8.850071119
877,-9.150897495,-7.869031764,-8.84979509
878,-9.150610547,-7.868663483,-8.8494312
879,-9.1503236,-7.868442337,-8.849155251
880,-9.150036653,-7.868071206,-8.848816459
881,-9.149749705,-7.86785006,-8.84854043
882,-9.149462758,-7.867481778,-8.84817662
883,-9.149175811,-7.867260632,-8.847900591
884,-9.148888863,-7.867187322,-8.84781055
885,-9.148601916,-7.866966176,-8.847534521
886,-9.148314968,-7.866597895,-8.847170631
887,-9.148028021,-7.866376749,-8.846894682
888,-9.147741074,-7.866077038,-8.846582961
889,-9.147454126,-7.865855892,-8.846306932
890,-9.147167179,-7.86548761,-8.845943122
891,-9.146880232,-7.865266464,-8.845667093
892,-9.146593284,-7.865193154,-8.845577052
893,-9.146306337,-7.864972009,-8.845301023
894,-9.14601939,-7.864603727,-8.844937133
895,-9.145732442,-7.864382581,-8.844661184
896,-9.145445495,-7.865112266,-8.845568575
897,-9.145158548,-7.86489112,-8.845292546
898,-9.1448716,-7.864522838,-8.844928736
899,-9.144584653,-7.864301692,-8.844652707
900,-9.144297706,-7.864228382,-8.844562666
901,-9.144010758,-7.864007236,-8.844286637
902,-9.143723811,-7.863638954,-8.843922747
903,-9.143436864,-7.863417809,-8.843646798
904,-9.143149916,-7.863118098,-8.843335077
905,-9.142862969,-7.862896952,-8.843059048
906,-9.142576022,-7.86252867,-8.842695238
907,-9.142289074,-7.862307524,-8.842419209
908,-9.142002127,-7.862234214,-8.842329168
909,-9.141715179,-7.862013068,-8.842053139
910,-9.141428232,-7.861644787,-8.841689249
911,-9.141141285,-7.861423641,-8.8414133
912,-9.140854337,-7.86105251,-8.841074508
913,-9.14056739,-7.860831364,-8.840798479
914,-9.140280443,-7.860463082,-8.840434669
915,-9.139993495,-7.860241936,-8.84015864
916,-9.139706548,-7.860168626,-8.840068599
917,-9.139419601,-7.859947481,-8.83979257
918,-9.139132653,-7.859579199,-8.83942868
919,-9.138845706,-7.859358053,-8.839152731
920,-9.138558759,-7.859058342,-8.83884101
921,-9.138271811,-7.858837196,-8.838564981
922,-9.137984864,-7.858468914,-8.838201171
923,-9.137697917,-7.858247768,-8.837925142
924,-9.137410969,-7.858174458,-8.837835101
925,-9.137124022,-7.857953313,-8.837559072
926,-9.136837075,-7.857585031,-8.837195182
927,-9.136550127,-7.857363885,-8.836919233
928,-9.13626318,-7.857062751,-8.836648673
929,-9.135976233,-7.856841606,-8.836372644
930,-9.135689285,-7.856473324,-8.836008833
931,-9.135402338,-7.856252178,-8.835732805
932,-9.13511539,-7.856178868,-8.835642764
933,-9.134828443,-7.855957722,-8.835366735
934,-9.134541496,-7.85558944,-8.835002844
935,-9.134254548,-7.855368294,-8.834726895
936,-9.133967601,-7.855068583,-8.834415175
937,-9.133680654,-7.854847438,-8.834139146
938,-9.133393706,-7.854479156,-8.833775336
939,-9.133106759,-7.85425801,-8.833499307
940,-9.132819812,-7.8541847,-8.833409266
941,-9.132532864,-7.853963554,-8.833133237
942,-9.132245917,-7.853595272,-8.832769347
943,-9.13195897,-7.853374126,-8.832493397
944,-9.131672022,-7.853002995,-8.832154606
945,-9.131385075,-7.85278185,-8.831878577
946,-9.131098128,-7.852413568,-8.831514767
947,-9.13081118,-7.852192422,-8.831238738
948,-9.130524233,-7.852119112,-8.831148697
949,-9.130237286,-7.851897966,-8.830872668
950,-9.129950338,-7.851529684,-8.830508778
951,-9.129663391,-7.851308538,-8.830232828
952,-9.129376444,-7.851008828,-8.829921108
953,-9.129089496,-7.850787682,-8.829645079
954,-9.128802549,-7.8504194,-8.829281269
955,-9.128515601,-7.850198254,-8.82900524
956,-9.128228654,-7.850124944,-8.828915199
957,-9.127941707,-7.849903798,-8.82863917
958,-9.127654759,-7.849535516,-8.82827528
959,-9.127367812,-7.849314371,-8.827999331
960,-9.127080865,-7.849012907,-8.827308822
961,-9.126793917,-7.848791761,-8.827032793
962,-9.12650697,-7.848423479,-8.826668982
963,-9.126220023,-7.848202334,-8.826392953
964,-9.125933075,-7.848129024,-8.826302912
965,-9.125646128,-7.847907878,-8.826026883
966,-9.125359181,-7.847539596,-8.825662993
967,-9.125072233,-7.84731845,-8.825387044
968,-9.124785286,-7.847018739,-8.825075324
969,-9.124498339,-7.846797593,-8.824799295
970,-9.124211391,-7.846429311,-8.824435484
971,-9.123924444,-7.846208166,-8.824159455
972,-9.123637497,-7.846134856,-8.824069414
973,-9.123350549,-7.84591371,-8.823793386
974,-9.123063602,-7.845545428,-8.823429495
975,-9.122776655,-7.845324282,-8.823153546
976,-9.122489707,-7.844953151,-8.822814755
977,-9.12220276,-7.844732005,-8.822538726
978,-9.121915812,-7.844363723,-8.822174915
979,-9.121628865,-7.844142578,-8.821898886
980,-9.121341918,-7.844069268,-8.821808845
981,-9.12105497,-7.843848122,-8.821532817
982,-9.120768023,-7.84347984,-8.821168926
983,-9.120481076,-7.843258694,-8.820892977
984,-9.120194128,-7.842958983,-8.820581257
985,-9.119907181,-7.842737838,-8.820305228
986,-9.119620234,-7.842369556,-8.819941417
987,-9.119333286,-7.84214841,-8.819665388
988,-9.119046339,-7.8420751,-8.819575347
989,-9.118759392,-7.841853954,-8.819299319
990,-9.118472444,-7.841485672,-8.818935428
991,-9.118185497,-7.841264526,-8.818659479
992,-9.11789855,-7.840963393,-8.818388919
993,-9.117611602,-7.840742247,-8.81811289
994,-9.117324655,-7.840373965,-8.81774908
995,-9.117037708,-7.840152819,-8.817473051
996,-9.11675076,-7.840079509,-8.81738301
997,-9.116463813,-7.839858363,-8.817106981
998,-9.116176866,-7.839490081,-8.816743091
999,-9.115889918,-7.839268936,-8.816467142
1000,-9.115602971,-7.838969225,-8.816155421
1001,-9.115316023,-7.838748079,-8.815879393
1002,-9.115029076,-7.838379797,-8.815515582
1003,-9.114742129,-7.838158651,-8.815239553
1004,-9.11E+00,-7.838085341,-8.815149512
1005,-9.114168234,-7.837864196,-8.814873483
1006,-9.113881287,-7.837495914,-8.814509593
1007,-9.113594339,-7.837274768,-8.814233644
1008,-9.113307392,-7.836903637,-8.813894852
1009,-9.113020445,-7.836682491,-8.813618824
1010,-9.112733497,-7.836314209,-8.813255013
1011,-9.11244655,-7.836093063,-8.812978984
1012,-9.112159603,-7.836019753,-8.812888943
1013,-9.111872655,-7.835798608,-8.812612914
1014,-9.111585708,-7.835430326,-8.812249024
1015,-9.111298761,-7.83520918,-8.811973075
1016,-9.111011813,-7.834909469,-8.811661355
1017,-9.110724866,-7.834688323,-8.811385326
1018,-9.110437919,-7.834320041,-8.811021515
1019,-9.110150971,-7.834098895,-8.810745486
1020,-9.109864024,-7.834025585,-8.810655445
1021,-9.109577077,-7.83380444,-8.810379416
1022,-9.109290129,-7.833436158,-8.810015526
1023,-9.109003182,-7.833215012,-8.809739577
1024,-9.108716234,-7.834379021,-8.812163113
1025,-9.108429287,-7.834157875,-8.811887084
1026,-9.10814234,-7.833789593,-8.811523273
1027,-9.107855392,-7.833568447,-8.811247244
1028,-9.107568445,-7.833495137,-8.811157203
1029,-9.107281498,-7.833273992,-8.810881175
1030,-9.10699455,-7.83290571,-8.810517285
1031,-9.106707603,-7.832684564,-8.810241335
